batch,experiment,cleaning_name,cleaning_num,train_total,train_valid,test_total,test_valid,accuracy,precision,recall,f1,mae,baseline_acc,level_0_acc,recovery_pct,corrupt_time,cleaning_time,eval_time,n_before,n_after,name,structural_drop,strategy_drop,missing_text,missing_labels,modified,dropped,stats
batch2,07_combined_swap_text_labels,0_Corrupted,0,80000,80000,20000,20000,0.4624,0.4568184523183192,0.4624,0.4589820664731299,0.7962,0.51525,0.4624,0.0,0.09447391600042465,0.0,138.2094195669997,100000,100000,No Cleaning,0.0,0.0,,,,,
batch2,07_combined_swap_text_labels,1_Basic,1,80000,80000,20000,20000,0.46685,0.46155566643000495,0.46685,0.4636337519538415,0.7869,0.51525,0.4624,8.420056764427642,0.09447391600042465,10.822343859999819,129.7016299679999,100000,100000,Basic Cleaning,0.0,0.0,0.0,0.0,,,
batch2,07_combined_swap_text_labels,2_Heuristic,2,78829,78829,19704,19704,0.4626979293544458,0.45730787130965267,0.4626979293544458,0.45939064779422556,0.7951684937068616,0.51525,0.4624,0.5637263092636444,0.09447391600042465,5.423110759000338,123.99066823500107,100000,98533,Heuristic Cleaning,0.0,1467.0,,,,,
batch2,07_combined_swap_text_labels,3_Semantic,3,80000,80000,20000,20000,0.46465,0.4587489615689884,0.46465,0.46102446556061694,0.7884,0.51525,0.4624,4.257332071901664,0.09447391600042465,25.11258023100163,104.59786880499996,100000,100000,Semantic Cleaning,0.0,0.0,,,99039.0,,
batch2,07_combined_swap_text_labels,4_ModelAware,4,80000,80000,20000,20000,0.4974,0.4896057492957005,0.4974,0.4915371428987911,0.76205,0.51525,0.4624,66.22516556291396,0.09447391600042465,438.1773452409998,96.4361041430002,100000,100000,Model Aware Reweighting,,,,,,0.0,"{'n_issues': np.int64(41772), 'issue_rate': np.float64(0.41772), 'avg_conf_clean': np.float64(0.7205908590345486), 'avg_conf_noisy': np.float64(0.6461373894288912), 'avg_weight': np.float64(0.35239672069421824), 'class_noise': {1: 0.35365, 2: 0.4932, 3: 0.48495, 4: 0.45285, 5: 0.30395}}"
batch2,08_heavy_missing,0_Corrupted,0,71981,71981,18019,18019,0.43060103224374274,0.4768105918514146,0.43060103224374274,0.43827394329444985,0.7943837060880182,0.51525,0.43060103224374274,0.0,0.07078114599971741,0.0,88.15449833099956,100000,90000,No Cleaning,10000.0,0.0,,,,,
batch2,08_heavy_missing,1_Basic,1,71981,71981,18019,18019,0.43354237194072925,0.4810196455286394,0.43354237194072925,0.4419914205561139,0.7846162384150064,0.51525,0.43060103224374274,3.474749633635181,0.07078114599971741,9.344352685999183,86.65352400099982,100000,90000,Basic Cleaning,0.0,10000.0,25000.0,10000.0,,,
batch2,08_heavy_missing,2_Heuristic,2,53052,53052,13243,13243,0.5097787510382844,0.5039293036374053,0.5097787510382844,0.5062356147177446,0.6499282639885222,0.51525,0.43060103224374274,93.53654379168593,0.07078114599971741,4.428669609998906,76.61166342800061,100000,66295,Heuristic Cleaning,10000.0,33705.0,,,,,
batch2,08_heavy_missing,3_Semantic,3,71981,71981,18019,18019,0.43110050502247627,0.4779277891569914,0.43110050502247627,0.43892821804511256,0.78339530495588,0.51525,0.43060103224374274,0.590051824579517,0.07078114599971741,17.326743120000174,80.06684822399984,100000,90000,Semantic Cleaning,10000.0,0.0,,,89364.0,,
batch2,08_heavy_missing,4_ModelAware,4,71981,71981,18019,18019,0.44958099783561795,0.4923745183423872,0.44958099783561795,0.45514259213026187,0.7935512514567956,0.51525,0.43060103224374274,22.42196933402322,0.07078114599971741,324.75205569900027,67.05856842600042,100000,90000,Model Aware Reweighting,,,,,,10000.0,"{'n_issues': np.int64(32222), 'issue_rate': np.float64(0.35802222222222224), 'avg_conf_clean': np.float64(0.5615559970044702), 'avg_conf_noisy': np.float64(0.6085961270085689), 'avg_weight': np.float64(0.3556748261542371), 'class_noise': {1: 0.264455451054594, 2: 0.4578614257161892, 3: 0.42723030774358406, 4: 0.39661487236403997, 5: 0.24365171973106628}}"
batch2,09_all_corruptions,0_Corrupted,0,80000,80000,20000,20000,0.4613,0.45251964746944484,0.4613,0.454184888064662,0.8213,0.51525,0.4613,0.0,4.339535637000154,0.0,136.70929307799997,100000,100000,No Cleaning,0.0,0.0,,,,,
batch2,09_all_corruptions,1_Basic,1,80000,80000,20000,20000,0.46515,0.45624928589297314,0.46515,0.45789203802646117,0.81455,0.51525,0.4613,7.136237256719221,4.339535637000154,12.15904080799919,130.92887028299992,100000,100000,Basic Cleaning,0.0,0.0,5000.0,0.0,,,
batch2,09_all_corruptions,2_Heuristic,2,74454,74454,18606,18606,0.47764162098247875,0.47122722718646154,0.47764162098247875,0.4736061476185625,0.7524991938084489,0.51525,0.4613,30.290307659830894,4.339535637000154,4.668894598999032,109.75405646400031,100000,93060,Heuristic Cleaning,0.0,6940.0,,,,,
batch2,09_all_corruptions,3_Semantic,3,80000,80000,20000,20000,0.45945,0.45027887263580507,0.45945,0.45189495652923506,0.82345,0.51525,0.4613,-3.4291010194623968,4.339535637000154,24.198015269997995,106.50545212199722,100000,100000,Semantic Cleaning,0.0,0.0,,,99170.0,,
batch2,09_all_corruptions,4_ModelAware,4,80000,80000,20000,20000,0.491,0.48141423774736913,0.491,0.4808370114448884,0.8044,0.51525,0.4613,55.050973123262295,4.339535637000154,452.89546548900034,91.43865759799883,100000,100000,Model Aware Reweighting,,,,,,0.0,"{'n_issues': np.int64(40313), 'issue_rate': np.float64(0.40313), 'avg_conf_clean': np.float64(0.6847382282996722), 'avg_conf_noisy': np.float64(0.6390427465443437), 'avg_weight': np.float64(0.35653970995537426), 'class_noise': {1: 0.3386, 2: 0.4895, 3: 0.4702, 4: 0.4364, 5: 0.28095}}"
