age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
290.0,Private,,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,,0.0,54.53623967067017,<=50K
0.0,?,10.0,Married-spouse-absent,?,Own-child,White,Male,0.0,nan,43.066181486353415,>50K
45.0,Federal-gov,,Married-spouse-absent,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,42047.674626796725,0.0,38.0,>50K
121.05333822150189,Self-emp-not-inc,nan,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,nan,nan,50.0,>50K
-78.85680870083007,Private,6.0,Married-AF-spouse,Prof-specialty,Wife,White,Male,0.0,127.54765088562178,,<=50K
52.0,Federal-gov,,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,,>50K
0.0,Private,11.0,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,nan,0.0,40.0,>50K
45.0,Private,-149.7694874010836,Married-civ-spouse,Craft-repair,Husband,White,Female,,0.0,80.66345639901614,>50K
290.0,Private,10.0,Never-married,Craft-repair,Unmarried,White,Male,,0.0,50.0,<=50K
,Self-emp-not-inc,421.50518067635153,Married-spouse-absent,Transport-moving,Other-relative,Amer-Indian-Eskimo,Female,,,400.0,>50K
650.0,Private,,Never-married,Prof-specialty,Wife,White,Male,0.0,,-245.27829620023994,<=50K
,Private,11.006587107162755,Married-AF-spouse,Tech-support,Own-child,White,Male,0.0,26956.364305059404,22.965224033767516,<=50K
66.37584553832674,Self-emp-inc,1000.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,3532.904111332574,,>50K
49.0,Private,-1675.5852456063546,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,7298.0,0.0,40.0,>50K
38.0,Federal-gov,3.3871107814335186,Married-civ-spouse,Prof-specialty,Wife,White,Female,-19740.543786966617,,,<=50K
44.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,,<=50K
0.0,Never-worked,5.69154738024597,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,nan,413.5167363648258,40.0,<=50K
25.0,Private,-1749.3293280796645,Married-spouse-absent,Priv-house-serv,Other-relative,White,Male,0.0,-715.2720210774037,40.0,>50K
48.0,Private,1.6625402874602253,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0.0,915.8070076901746,,>50K
,Private,13.0,Married-spouse-absent,Sales,Wife,White,Male,,23946.3083631092,40.0,>50K
40.0,Private,1400.0,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0.0,0.0,,>50K
22.0,Self-emp-not-inc,900.0,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0.0,,30.0,<=50K
118.17895550446178,?,24.52425581604519,Never-married,?,Husband,White,Male,0.0,0.0,80.0,<=50K
430.0,Self-emp-not-inc,,Married-spouse-absent,Tech-support,Other-relative,White,Male,-36439869.58277592,,,<=50K
391.4362366615295,Federal-gov,16.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,32.0,>50K
,Self-emp-not-inc,,Married-civ-spouse,?,Other-relative,White,Male,,,48.0,<=50K
,State-gov,21.073383564778418,Married-spouse-absent,Priv-house-serv,Husband,Amer-Indian-Eskimo,Male,7298.0,0.0,400.0,>50K
191.72076111854037,Self-emp-inc,nan,Never-married,Exec-managerial,Wife,White,Female,nan,80.71107251719049,35.0,>50K
44.0,Self-emp-not-inc,,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,0.0,7362.847197302249,40.0,>50K
54.0,Private,,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,0.0,0.0,72.43079123348284,>50K
24.482496298888716,Self-emp-not-inc,-0.9464214738653114,Married-AF-spouse,Exec-managerial,Own-child,White,Female,0.0,1003.4782336260866,,<=50K
,Self-emp-inc,6.599502736032667,Married-spouse-absent,Sales,Husband,White,Female,4064.0,-2911.180430376831,,<=50K
173.63618984219372,Private,nan,Married-spouse-absent,Craft-repair,Other-relative,White,Male,nan,nan,35.08378831312406,<=50K
,Local-gov,,Never-married,Prof-specialty,Wife,White,Male,,,20.0,>50K
0.0,Self-emp-not-inc,14.0,Married-civ-spouse,Transport-moving,Husband,White,Female,3047.4536331555073,0.0,34.04765696745585,<=50K
,Self-emp-not-inc,10.0,Married-civ-spouse,Tech-support,Other-relative,Amer-Indian-Eskimo,Male,-5378.698420973541,0.0,50.0,>50K
142.26491994992418,Private,,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,,0.0,,>50K
,Self-emp-not-inc,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,,24150.0,11.613863764783726,<=50K
59.0,Self-emp-inc,,Never-married,Machine-op-inspct,Not-in-family,White,Male,,0.0,,>50K
,State-gov,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,,,460.0,>50K
,Self-emp-not-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,,>50K
43.0,Self-emp-inc,15.0,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,1848000.0,1573.1965588125463,50.0,>50K
48.0,Private,,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,1564.0,,>50K
,Self-emp-not-inc,,Never-married,Sales,Own-child,Other,Female,0.0,-1407.4120178723715,22.183695127235044,<=50K
30.0,Private,,Married-spouse-absent,Prof-specialty,Husband,Asian-Pac-Islander,Female,0.0,1057.6869703111681,250.0,>50K
0.0,State-gov,nan,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,87143.35192163041,nan,nan,<=50K
97.51703719424279,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,17410.0,220.0,<=50K
0.0,Never-worked,13.0,Divorced,Protective-serv,Wife,White,Male,nan,-238.7407942241044,nan,>50K
54.0,Local-gov,13.0,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,-1.986173170369483,<=50K
190.0,?,7.0,Married-AF-spouse,?,Own-child,Amer-Indian-Eskimo,Female,0.0,0.0,,<=50K
257.8225629461144,Private,-4.034658096700607,Married-AF-spouse,Adm-clerical,Own-child,White,Male,0.0,0.0,25.0,>50K
43.0,Self-emp-not-inc,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,,>50K
47.0,Self-emp-not-inc,,Married-civ-spouse,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,85.0,>50K
51.0,?,,Married-spouse-absent,?,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,37.60927534110854,<=50K
,Local-gov,3.2258965608166594,Married-AF-spouse,Prof-specialty,Unmarried,White,Female,0.0,0.0,,>50K
,Private,-7.776637677583871,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,20.0,<=50K
,Local-gov,14.729483928929927,Married-civ-spouse,Protective-serv,Husband,Black,Male,64026589.78956242,1680.5654837279055,399.6015180582358,<=50K
290.0,Never-worked,,Married-civ-spouse,Prof-specialty,Husband,White,Male,-27764.530991670254,-7795.140875860212,380.0,>50K
33.0,Self-emp-inc,,Married-civ-spouse,Craft-repair,Husband,White,Male,49376.94653325923,,14.452736323313097,>50K
0.0,Self-emp-not-inc,10.0,Married-civ-spouse,Sales,Husband,White,Female,nan,72.56968790578702,40.0,>50K
,Self-emp-inc,-4.9311689275031725,Married-civ-spouse,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,-2714239.7445788826,,,<=50K
80.48338129252775,State-gov,,Married-spouse-absent,Priv-house-serv,Husband,White,Male,0.0,3888.9896075494908,,>50K
,?,14.051885626581534,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,,,20.0,<=50K
0.0,Self-emp-not-inc,nan,Never-married,Other-service,Own-child,White,Male,-10496.743550786627,0.0,500.0,<=50K
277.4530520921457,Private,,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0.0,,,<=50K
172.77576037957982,Local-gov,12.231959756523214,Divorced,Protective-serv,Unmarried,White,Female,2597.0,0.0,50.0,<=50K
250.0,Private,13.0,Married-AF-spouse,Sales,Not-in-family,Black,Female,-8754740.108192738,0.0,,<=50K
0.0,Self-emp-not-inc,9.0,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,0.0,1719.0,nan,<=50K
22.0,Private,9.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,60.0,<=50K
210.0,Private,9.0,Married-AF-spouse,Craft-repair,Own-child,White,Female,-20356.470306907268,0.0,,<=50K
-93.3698139105968,Self-emp-not-inc,10.0,Married-AF-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,0.0,23894.574966334967,483.66386416851043,<=50K
0.0,Self-emp-inc,nan,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Female,0.0,0.0,nan,<=50K
0.0,Private,nan,Never-married,Priv-house-serv,Not-in-family,White,Male,-56780.32997113938,0.0,nan,>50K
0.0,Private,1000.0,Married-spouse-absent,Transport-moving,Husband,Amer-Indian-Eskimo,Female,0.0,-8926.634211065977,45.0,>50K
140.4044129449254,Self-emp-not-inc,13.0,Married-spouse-absent,Craft-repair,Husband,White,Female,0.0,0.0,40.0,<=50K
,Private,,Married-spouse-absent,Priv-house-serv,Husband,White,Male,15024.0,,40.72232656324914,>50K
54.66599879250249,Self-emp-not-inc,2033.49583581501,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0.0,0.0,,<=50K
0.0,Self-emp-not-inc,nan,Married-civ-spouse,Prof-specialty,Husband,White,Female,3298.8093894645913,0.0,45.0,>50K
181.5609148084081,Self-emp-not-inc,nan,Married-civ-spouse,Prof-specialty,Other-relative,Amer-Indian-Eskimo,Male,0.0,0.0,400.0,>50K
30.0,Self-emp-not-inc,,Married-civ-spouse,Sales,Own-child,White,Female,0.0,-9931.736112763028,,<=50K
,,,Never-married,,Unmarried,Asian-Pac-Islander,Female,,0.0,40.0,<=50K
0.0,Without-pay,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,100.11180115543056,22.915611263038585,>50K
59.0,State-gov,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,>50K
109.34975697745544,Private,nan,Married-spouse-absent,Craft-repair,Other-relative,White,Male,4386.0,0.0,nan,>50K
173.12367337929197,Private,nan,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,>50K
460.0,Self-emp-not-inc,13.0,Married-civ-spouse,Tech-support,Husband,Black,Male,-17062.856788810805,,500.0,>50K
52.0,Private,13.0,Divorced,Farming-fishing,Not-in-family,White,Male,,,40.0,<=50K
,Private,9.0,Married-civ-spouse,Sales,Wife,White,Male,,,50.0,<=50K
27.0,Private,13.0,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0.0,,15.0,<=50K
440.0,Self-emp-inc,,Married-civ-spouse,Sales,Husband,White,Male,9413.02918640421,0.0,369.91038790065943,>50K
112.00013581611623,Self-emp-not-inc,9.0,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,>50K
,Local-gov,25.995785343127427,Married-spouse-absent,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0.0,,283.7355941572119,>50K
18.0,Self-emp-not-inc,13.0,Never-married,Transport-moving,Husband,White,Male,,0.0,,<=50K
23.0,Private,13.0,Never-married,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Female,0.0,1901.0252195334574,,<=50K
38.0,Self-emp-not-inc,12.0,Married-AF-spouse,Handlers-cleaners,Wife,White,Male,,1887.0,50.0,<=50K
260.0,,10.0,Widowed,,Husband,Black,Male,-36014.181837309865,0.0,,<=50K
19.0,Private,10.0,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,0.0,,150.0,<=50K
114.10434733314435,Local-gov,,Married-civ-spouse,Priv-house-serv,Wife,White,Female,0.0,74.03461477226843,,>50K
,Self-emp-not-inc,13.0,Separated,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,10520.0,,,>50K
26.0,Self-emp-not-inc,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,,,40.0,<=50K
450.0,Private,9.0,Married-AF-spouse,Sales,Not-in-family,Black,Male,,0.0,62.91551899698178,<=50K
27.0,Private,9.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,,417.055070163318,,>50K
106.76416566539228,Self-emp-not-inc,1300.0,Never-married,Sales,Husband,Black,Female,0.0,,400.0,<=50K
22.0,Self-emp-not-inc,549.5089595842367,Never-married,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0.0,,500.0,<=50K
48.0,Private,,Married-civ-spouse,Prof-specialty,Husband,White,Female,0.0,-2844.496621457174,,>50K
30.0,Self-emp-not-inc,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,69.1900069982272,<=50K
,Self-emp-not-inc,9.0,Married-civ-spouse,Priv-house-serv,Husband,White,Female,,0.0,,>50K
22.0,Private,,Never-married,Craft-repair,Wife,White,Male,0.0,0.0,,<=50K
81.0,Private,,Married-civ-spouse,Sales,Husband,White,Female,0.0,,40.0,<=50K
55.0,Self-emp-not-inc,,Married-AF-spouse,Craft-repair,Own-child,White,Male,0.0,265.1698751350712,,<=50K
889.6384888552284,Private,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,,0.0,,>50K
340.0,Private,23.866399891224326,Married-spouse-absent,Sales,Husband,White,Male,0.0,0.0,,<=50K
64.0,Self-emp-not-inc,9.0,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,,0.0,-8.651837570268242,<=50K
0.0,Private,900.0,Never-married,Transport-moving,Own-child,White,Female,0.0,nan,3.2195087488544196,<=50K
30.0,Self-emp-not-inc,,Divorced,Machine-op-inspct,Not-in-family,White,Female,,0.0,,<=50K
,Self-emp-not-inc,24.42345490003195,Married-civ-spouse,Prof-specialty,Husband,White,Male,,0.0,40.0,>50K
30.0,Private,,Married-civ-spouse,Prof-specialty,Husband,White,Female,,,80.0,>50K
61.0,Private,,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Female,0.0,0.0,-7.285095596778067,<=50K
37.0,Private,,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,500.0,<=50K
24.0,Private,,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,,56.16727340634564,<=50K
43.529973572412935,State-gov,1116.6195684524437,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,30.0,>50K
33.0,Self-emp-not-inc,9.0,Married-spouse-absent,Transport-moving,Husband,White,Male,,,30.0,>50K
,Private,9.0,Divorced,Transport-moving,Not-in-family,White,Male,488.2969725237436,-608.6472717070423,,>50K
49.61683431218063,Private,2006.6164854445408,Never-married,Sales,Husband,Amer-Indian-Eskimo,Male,-6143.045609364216,9158.841420499348,150.0,<=50K
101.59529442169885,Self-emp-inc,7.0,Married-spouse-absent,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,-14529.716748863673,nan,43.461073419287914,>50K
,Private,13.0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,,-572.6811794790792,400.0,<=50K
29.0,Self-emp-not-inc,13.0,Married-AF-spouse,Priv-house-serv,Not-in-family,White,Male,-22531.322488358426,,63.08979085035416,>50K
41.0,Private,9.0,Married-spouse-absent,Craft-repair,Husband,White,Male,0.0,0.0,56.0,>50K
21.0,Federal-gov,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,,0.0,,>50K
39.0,?,8.920899979848247,Divorced,?,Own-child,Black,Male,0.0,0.0,40.0,<=50K
,Self-emp-inc,,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,,1977.0,48.0,>50K
34.0,Private,9.0,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,,<=50K
,Private,,Married-spouse-absent,Tech-support,Husband,White,Male,,-18.62831768201664,55.0,<=50K
,State-gov,10.0,Married-civ-spouse,Sales,Husband,White,Female,0.0,4283.715872707388,-14.607705141137707,>50K
,Private,400.0,Divorced,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,<=50K
28.0,Private,,Never-married,Sales,Unmarried,White,Female,,-972.6029763900921,,<=50K
,Private,6.0,Married-spouse-absent,Craft-repair,Other-relative,White,Male,13817.951020276505,0.0,30.0,<=50K
660.0,Private,,Married-civ-spouse,Other-service,Husband,White,Female,,0.0,,>50K
0.0,Never-worked,5.070333363436997,Never-married,Transport-moving,Husband,Amer-Indian-Eskimo,Male,nan,0.0,40.0,<=50K
,State-gov,13.0,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0.0,19020.0,50.0,>50K
0.0,Private,-287.95980614990026,Married-AF-spouse,Sales,Not-in-family,White,Male,0.0,nan,nan,<=50K
,Private,,Divorced,Other-service,Other-relative,White,Female,0.0,-1798.7970924251874,211.29963120395882,<=50K
27.0,Private,,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,0.0,2808.9162509755693,,<=50K
0.0,?,11.633525564043978,Married-civ-spouse,?,Other-relative,White,Male,0.0,0.0,nan,>50K
198.79624935140453,Self-emp-inc,nan,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,nan,1887.0,15.907741121707623,>50K
,Private,-13.439802866356754,Divorced,Sales,Own-child,Amer-Indian-Eskimo,Female,,0.0,,<=50K
510.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0.0,,28.580623645080806,>50K
35.0,Self-emp-not-inc,,Divorced,Adm-clerical,Wife,White,Male,,475.6740910538404,,<=50K
,Private,3251.3136765433387,Married-civ-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,Female,,2521.5202031825143,,>50K
0.0,Private,5.957973742844581,Married-AF-spouse,Other-service,Husband,White,Female,nan,0.0,nan,<=50K
,Self-emp-inc,19.49800599322809,Married-spouse-absent,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,,0.0,40.0,>50K
51.0,Private,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,111560.52568915195,0.0,15.695676734531418,<=50K
0.0,Self-emp-not-inc,10.0,Married-civ-spouse,Sales,Other-relative,White,Male,59601.129877149804,0.0,nan,>50K
,Never-worked,-2.1109715456380798,Widowed,Machine-op-inspct,Not-in-family,White,Male,,0.0,3.694612312648349,<=50K
0.0,Private,899.553739252422,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0.0,-686.8844453625273,nan,<=50K
35.28842193602708,Private,9.0,Married-spouse-absent,Craft-repair,Husband,White,Female,0.0,439.6854316447885,35.0,>50K
440.0,Federal-gov,900.0,Married-spouse-absent,Prof-specialty,Husband,White,Male,-15044348.38399259,0.0,,>50K
53.0,Private,,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,<=50K
22.0,Private,1300.0,Married-AF-spouse,Craft-repair,Other-relative,White,Female,0.0,,400.0,<=50K
46.0,Local-gov,,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,,-1763.388700831877,,>50K
47.0,Federal-gov,5.0,Divorced,Other-service,Not-in-family,White,Male,,,40.0,<=50K
151.89696369274984,Self-emp-not-inc,13.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,50.0,<=50K
0.0,Private,-161.99084449381866,Never-married,Craft-repair,Own-child,Black,Female,0.0,0.0,400.0,<=50K
39.0,Private,,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,18976602.876538094,0.0,40.0,>50K
,Self-emp-not-inc,-4.5182910586857155,Never-married,Exec-managerial,Wife,White,Male,,0.0,40.0,<=50K
0.0,Self-emp-not-inc,10.0,Married-spouse-absent,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,nan,nan,-21.928163865201718,>50K
48.0,Private,8.939606426534265,Married-spouse-absent,Sales,Other-relative,Amer-Indian-Eskimo,Male,,0.0,,>50K
,?,,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,3103000.0,0.0,,>50K
,Private,9.0,Divorced,Other-service,Own-child,Black,Female,0.0,,40.0,<=50K
,Private,-355.4105036065856,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,,0.0,40.0,<=50K
,Self-emp-not-inc,16.666455891291843,Married-AF-spouse,Machine-op-inspct,Husband,White,Female,56875.92936921296,-2359.7434037707,40.0,<=50K
,Self-emp-not-inc,10.0,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,7688000.0,906.0738791356506,80.0,>50K
41.0,Private,900.0,Married-spouse-absent,Craft-repair,Husband,White,Male,0.0,0.0,40.0,>50K
51.0,Self-emp-not-inc,,Divorced,Sales,Wife,White,Female,-9071.30023154127,0.0,450.0,<=50K
141.6531133081594,Self-emp-not-inc,1300.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,nan,-6297.159455787191,nan,>50K
