age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,sex_lab,education_lab,income_<=50K,income_>50K,income
-5.452e-17,Self-emp-inc,76107,HS-grad,-0.6380418988770886,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,-0.26516491069442466,-0.2801964203318739,-0.6911716976564539,United-States,8,11,False,True,>50K
-5.452e-17,Private,214635,HS-grad,-0.6614892050764007,Never-married,Machine-op-inspct,Unmarried,Black,Male,-0.2639600043939718,-0.2801964203318739,-0.6147886469310724,United-States,8,11,True,False,<=50K
-0.4489339698861191,Slf-emp-inc,161027,Bachelors,-0.5442526740798401,Married-civ-spuse,Teh-support,Husand,Whte,Female,0.39852134363885244,-0.2647730318171662,0.941278733077954,United-States,3,9,False,True,>50K
-0.44497773185932593,Private,201127,Masters,0.9218918890166647,Widowed,Adm-clerical,Husband,White,Female,-0.2656808957592349,-4.78e-17,-0.5765971215683816,United-States,3,12,False,True,>50K
-0.4379644008118289,rivate,185027,Some-college,-0.6145945926777765,Wiowed,Otherservice,Oter-relative,Black,Mal,0.0,-0.2801964203318739,-0.7229979687920295,United-States,7,15,False,True,>50K
-0.44617659186744507,Private,35136,10th,0.9218918890166647,Divorced,Adm-clerical,Own-child,Black,Male,0.39852134363885244,-4.78e-17,-0.6275191553853027,United-States,8,0,True,False,<=50K
-0.44629647786825694,State-gov,139734,Bachelors,-0.6145945926777765,Married-civ-spouse,Craft-repai,Husband,Black,Male,0.0,-0.2801964203318739,-0.7166327145649144,United-States,8,9,False,True,>50K
-0.4489339698861191,Sel-emp-inc,204527,Masters,-0.6849365112757129,Never-marrid,Craft-repai,Unmrried,Wite,Mle,-0.26349860598444474,-0.2801964203318739,-0.5638666131141514,United-States,9,12,False,True,>50K
0.6704337763090836,Local-gov,104489,Bachelors,0.9218918890166647,Married-cv-spouse,Sales,Husband,Other,Male,-0.2656808957592349,-4.78e-17,-0.6275191553853027,United-States,8,9,False,True,>50K
-0.44689590787231653,Slf-emp-inc,55849,HS-grad,0.0,Married-cv-spouse,Exec-managerial,Other-relative,White,Male,-0.2656808957592349,-0.2801964203318739,-0.5638666131141514,United-States,8,11,False,True,>50K
-5.452e-17,Self-emp-inc,207172,Some-college,-0.6145945926777765,Married-cv-spouse,Other-service,Own-child,Black,Female,-0.2656808957592349,-0.2801964203318739,-0.595692884249727,United-States,3,15,True,False,<=50K
-0.44671607887109865,Slf-emp-inc,69481,HS-grad,-0.6145945926777765,Separated,Machine-op-inspct,Unmaried,White,Male,0.0,-0.2801964203318739,0.941278733077954,United-States,8,11,True,False,<=50K
0.6704337763090836,Self-emp-inc,132912,HS-grad,0.0,Married-civ-spouse,Sales,Unmaried,White,Male,-0.2656808957592349,-0.2801964203318739,0.941278733077954,United-States,8,11,False,True,>50K
0.6704337763090836,Slf-emp-inc,339321,Bachelors,0.0,Married-civ-spouse,Prof-specialty,Unmaried,Black,Male,0.0,-4.78e-17,0.941278733077954,United-States,8,9,False,True,>50K
-5.452e-17,Private,222107,Some-college,0.0,Divorced,Craft-repai,Not-in-family,Other,Female,-0.2656808957592349,-0.2801964203318739,0.941278733077954,United-States,3,15,True,False,<=50K
-5.452e-17,Self-emp-inc,259846,HS-grad,-0.6380418988770886,Married-civ-spouse,Craft-repair,Unmaried,White,Male,-0.2656808957592349,-0.2801964203318739,-0.290160681348201,United-States,8,11,True,False,<=50K
-0.4489339698861191,Pivate,232801,10th,0.5577707172878298,Divored,Machine-op-inpct,ther-relative,Whit,Femae,0.0,-4.78e-17,-0.7548242399276052,United-States,1,0,True,False,<=50K
-0.44689590787231653,Self-emp-inc,173476,Prof-school,-0.49735806168121577,Married-civ-spouse,Sales,Unmaried,Other,Male,-0.26477645135014666,0.42029463049781074,0.941278733077954,United-States,8,14,False,True,>50K
-5.452e-17,Slf-emp-inc,149210,Bachelors,0.0,Married-civ-spouse,Protective-serv,Unmaried,Black,Male,-0.2639134175071353,0.42029463049781074,0.0,United-States,8,9,False,True,>50K
-5.452e-17,Federal-gov,348059,Masters,-0.6380418988770886,Married-cv-spouse,Exec-managerial,Not-in-family,Black,Female,-0.2646890421155014,-4.78e-17,-0.6529801722937632,United-States,3,12,False,True,>50K
-0.44551721886297946,Slf-emp-inc,82783,Masters,0.0,Widowed,Armed-Forces,Husband,White,Male,-0.261495252206822,-4.78e-17,-0.595692884249727,United-States,8,12,False,True,>50K
-0.4452175038609497,Local-gov,197665,HS-grad,-0.6380418988770886,Married-cv-spouse,Other-service,Unmarried,Other,Female,-0.2626599243777343,-0.2801964203318739,0.941278733077954,United-States,3,11,True,False,<=50K
-5.452e-17,Slf-emp-inc,159383,HS-grad,-0.7552784298736492,Married-cv-spouse,Sales,Unmaried,White,Female,-0.2656808957592349,-0.2801964203318739,0.13631135186851243,United-States,3,11,True,False,<=50K
-5.452e-17,State-gov,176162,Bachelors,-0.6145945926777765,Married-cv-spouse,Protective-serv,Own-child,Other,Female,-0.17765344371418823,-0.2801964203318739,0.0,United-States,3,9,True,False,<=50K
-0.4472555658747523,Slf-emp-inc,253003,Some-college,0.9218918890166647,Married-cv-spouse,Craft-repai,Unmarried,Other,Male,0.0,-4.78e-17,-0.595692884249727,United-States,8,15,False,True,>50K
-5.452e-17,Self-emp-inc,350001,Some-college,-0.6145945926777765,Never-married,Farming-fishing,Own-child,White,Female,-0.2656808957592349,-0.21923856453268836,-0.5002140708430002,United-States,3,15,True,False,<=50K
-0.44629647786825694,Private,181762,Bachelors,-0.6145945926777765,Married-civ-spouse,Craft-repair,Husband,White,Female,-0.2645766924262872,-0.2801964203318739,-0.5638666131141514,United-States,3,9,False,True,>50K
-0.4416209238365923,Priate,52327,Masters,0.0,Maried-civ-spouse,Armed-orces,Otherrelative,Black,ale,-0.2656808957592349,-0.2801964203318739,-0.6275191553853027,Iran,10,12,False,True,>50K
-0.4471356798739404,State-gov,169496,Bachelors,0.0,Married-cv-spouse,Craft-repai,Husband,White,Male,0.0,-4.78e-17,0.0,United-States,8,9,False,True,>50K
0.6704337763090836,Private,182655,Bachelors,0.0,Widowed,Exec-managerial,Husband,White,Male,-0.2656808957592349,-0.2801964203318739,-0.6275191553853027,United-States,8,9,False,True,>50K
-0.44737545187556416,State-gov,188386,Masters,-0.6145945926777765,Never-married,Prof-specialty,Unmaried,White,Male,0.39852134363885244,-4.78e-17,-0.6402496638395329,United-States,8,12,True,False,<=50K
0.1290364400281221,Self-emp-not-inc,85001,Masters,0.0,Married-cv-spouse,Craft-repai,Unmarried,White,Female,-0.2639134175071353,-0.2801964203318739,0.0,United-States,3,12,True,False,<=50K
-0.43712519880614553,Slf-emp-inc,171159,Some-college,-0.6614892050764007,Diorced,Adm-lerical,Unmrried,ther,Fmale,-0.2656808957592349,-0.2801964203318739,0.941278733077954,United-States,5,15,True,False,<=50K
-5.452e-17,Self-emp-not-inc,176751,Bachelors,0.0,Married-cv-spouse,Armed-Forces,Husband,Other,Male,0.0,-0.2801964203318739,0.941278733077954,United-States,8,9,False,True,>50K
-0.4380243438122349,na,179484,12th,-0.6614892050764007,Married-cv-spouse,Craft-repai,Husbnd,AmerIndian-Eskimo,Female,-0.2656808957592349,-4.78e-17,0.941278733077954,United-States,3,2,True,False,<=50K
-5.452e-17,Private,290641,Bachelors,0.0,Married-civ-spouse,Craft-repai,Husband,White,Male,-0.2656808957592349,-4.78e-17,0.0,United-States,8,9,False,True,>50K
-0.44479790285810805,Self-emp-not-inc,120277,Bachelors,-0.6145945926777765,Widowed,Prof-specialty,Unmaried,White,Female,-0.2656808957592349,-0.2801964203318739,0.941278733077954,United-States,3,9,False,True,>50K
-0.44755528087678204,Self-ep-inc,101468,HS-grad,0.0,Married-cv-spouse,Craft-repai,Unmaried,Whte,Mae,-0.2656808957592349,-0.2801964203318739,-0.6529801722937632,United-States,6,11,False,True,>50K
-5.452e-17,Private,84119,HS-grad,0.9218918890166647,Married-cv-spouse,Exec-managerial,Other-relative,Other,Male,-0.2656808957592349,-4.78e-17,-0.4492920370260791,United-States,8,11,False,True,>50K
-0.44671607887109865,Private,98644,Bachelors,0.9218918890166647,Married-civ-spouse,Prof-specialty,Unmaried,Other,Female,0.0,-4.78e-17,0.0,Mexico,3,9,False,True,>50K
-0.44815471088084163,Self-emp-inc,50178,HS-grad,0.0,Married-civ-spouse,Machine-op-inspct,Unmaried,Other,Male,-0.2656808957592349,-0.2801964203318739,-0.6275191553853027,United-States,8,11,False,True,>50K
-0.44629647786825694,rivate,66788,HS-grad,0.9218918890166647,Nevr-married,achine-op-inspct,Unmaried,Whit,Mae,0.39852134363885244,-0.2801964203318739,0.0,Portugal,6,11,True,False,<=50K
0.6704337763090836,Slf-emp-inc,159937,HS-grad,-0.6380418988770886,Widowed,Craft-repai,Husband,Black,Male,-0.2656808957592349,-0.2801964203318739,0.0,United-States,8,11,False,True,>50K
-0.4489339698861191,Slf-emp-inc,400416,11th,0.792243779280951,Married-civ-souse,Machine-p-inspct,On-child,Blck,Mae,-0.25882403540755594,-4.78e-17,0.0,United-States,6,1,True,False,<=50K
-0.44875414088490123,Local-gv,180805,HS-grad,0.0,Married-cv-spouse,Trasport-moving,Not-in-faily,Asian-Pac-Islaner,Mal,-0.2656808957592349,-0.2801964203318739,-0.6275191553853027,United-States,7,11,True,False,<=50K
-0.4489339698861191,Localgov,67765,11th,0.0,Widwed,Exc-managerial,Not-in-famiy,Whit,Femle,-0.2656808957592349,-0.2801964203318739,-0.3474479693922371,United-States,4,1,False,True,>50K
-0.4439587008524246,Self-emp-inc,375515,11th,-0.6849365112757129,Never-married,Sales,Husband,White,Female,-0.2656808957592349,-0.2801964203318739,0.0,United-States,3,1,True,False,<=50K
-0.44467801685729613,Slf-emp-inc,61885,Bachelors,0.0,Married-civ-spouse,Prof-specialty,Other-relative,Other,Male,0.0,-0.27354886105722137,-0.7166327145649144,United-States,8,9,False,True,>50K
-5.452e-17,Self-emp-inc,208785,Assoc-acdm,0.0,Married-cv-spouse,Sales,Unmaried,White,Female,0.0,0.42029463049781074,-0.5002140708430002,United-States,3,7,False,True,>50K
-0.4466561358706927,Slf-emp-inc,260490,Masters,0.9218918890166647,Married-cv-spouse,Exec-managerial,Husband,White,Male,-0.2656808957592349,-0.2500853415621038,-0.8184767821987564,United-States,8,12,False,True,>50K
0.6704337763090836,Slf-emp-inc,173987,10th,0.0,Widoed,Craft-repai,Husbnd,Whie,ale,-0.2656808957592349,-0.2801964203318739,0.941278733077954,United-States,10,0,True,False,<=50K
-0.44551721886297946,Private,149486,HS-grad,0.9218918890166647,Never-married,Machine-op-inspct,Unmarried,Black,Male,0.0,-0.2801964203318739,-0.6275191553853027,United-States,8,11,True,False,<=50K
-0.4465362498698808,Slf-emp-inc,365986,Bachelors,-0.2628849996880946,Married-cv-spouse,Craft-repai,Own-chil,Whit,Female,-0.2656808957592349,-0.2801964203318739,0.0,United-States,3,9,False,True,>50K
-0.44563710486379143,Private,123011,Some-college,-0.6145945926777765,Married-civ-spouse,Sales,Husband,White,Male,-0.2656808957592349,-0.23166661013312578,-0.6784411892022236,United-States,8,15,False,True,>50K
-0.4489339698861191,Self-emp-nt-inc,249249,5th-6th,0.9218918890166647,Marred-civ-spouse,Craft-repar,Other-relativ,Whit,Mal,0.0,-0.2801964203318739,-0.7675547483818354,United-States,7,4,False,True,>50K
-0.4450976178601378,Pivate,329783,10th,-0.14564846869153394,Never-maried,ales,Otherrelative,Whte,emale,-0.2656808957592349,-0.2801964203318739,0.0,United-States,11,0,True,False,<=50K
-0.4455771618633855,Private,413494,Some-college,-0.520805367880528,Married-cv-spouse,Exec-managerial,Husband,White,Male,0.0,-0.2801964203318739,0.0,United-States,8,15,False,True,>50K
-0.4409615508321268,Privat,176500,12th,0.0,Married-cv-spouse,ales,Not-n-family,Oher,Femae,-0.2656808957592349,-4.78e-17,0.0,United-States,1,2,True,False,<=50K
0.6704337763090836,Private,258498,Some-college,-0.21599038728947034,Married-civ-spouse,Craft-repair,Unmaried,White,Female,0.0,-0.2801964203318739,0.941278733077954,United-States,3,15,True,False,<=50K
-0.4373050278073633,Slf-emp-inc,375313,Some-college,-0.49735806168121577,Married-civspouse,Craft-repai,Unmarrid,Asian-Pac-Islaner,Female,-0.2656808957592349,-4.78e-17,-0.595692884249727,Philippines,3,15,True,False,<=50K
-0.4464163638690688,Self-emp-not-inc,166813,Some-college,0.9218918890166647,Married-civ-spouse,Farming-fishing,Other-relative,Other,Female,0.0,-4.78e-17,-0.6275191553853027,United-States,3,15,True,False,<=50K
-0.4489339698861191,Privae,391114,Assoc-acdm,-0.2394376934887825,Never-marred,Sles,Unmaried,ther,Female,-0.26187818229937954,-0.2801964203318739,-0.6275191553853027,United-States,3,7,True,False,<=50K
-0.4482146538812476,Slf-emp-inc,178952,HS-grad,0.13571920570021154,Never-married,Craft-repai,Own-child,Other,Male,0.0,-0.2801964203318739,0.0,United-States,8,11,True,False,<=50K
0.6704337763090836,Local-gov,384236,Assoc-voc,0.0,Never-married,Prof-specialty,Unmaried,White,Male,-0.2622835823297799,-0.2801964203318739,-0.6275191553853027,United-States,8,8,True,False,<=50K
-0.4465961928702867,Private,122288,Some-college,-0.6145945926777765,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,-0.2801964203318739,-0.6275191553853027,United-States,3,15,True,False,<=50K
-0.4489339698861191,Self-empnot-inc,121111,HS-grad,-0.6380418988770886,Married-cv-spouse,Craft-repai,Nt-in-family,ther,Female,-0.2656808957592349,-0.2801964203318739,0.0,United-States,3,11,True,False,<=50K
-0.4489339698861191,Priate,153414,Bachelors,-0.6380418988770886,Widoed,Othe-service,Hsband,lack,Mle,-0.2539166480401383,-0.2801964203318739,-0.6275191553853027,United-States,9,9,False,True,>50K
-0.4385038878154825,Slf-emp-inc,55291,Masters,-0.520805367880528,Widoed,Exec-manageril,Other-rlative,Black,Mal,0.39852134363885244,-0.27481005807375625,-0.7675547483818354,United-States,7,12,False,True,>50K
-0.4459368198658213,rivate,94342,Bachelors,-0.708383817475025,Married-iv-spouse,Sale,Husbad,Wite,Mal,0.0,-0.2801964203318739,0.0,United-States,7,9,True,False,<=50K
-0.4458169338650093,Local-gov,181307,Prof-school,0.9218918890166647,Married-civ-spouse,Craft-repai,Husband,Black,Female,0.0,-0.2801964203318739,-0.6275191553853027,United-States,3,14,False,True,>50K
-0.4470757368735344,Slf-emp-inc,163890,Some-college,0.0,Never-married,Craft-repai,Unmarried,Black,Female,0.39852134363885244,-0.2425707093385835,-0.6275191553853027,United-States,3,15,True,False,<=50K
-0.4383240588142646,na,200235,HS-grad,-0.6380418988770886,Wdowed,nn,Unmaried,Whte,Mal,0.0,-0.2513990884543276,-0.6275191553853027,United-States,7,11,False,True,>50K
-0.4489339698861191,rivate,269318,Bachelors,-0.708383817475025,Married-cv-spouse,Adm-clerial,Husand,Black,Mle,-0.2656808957592349,-4.78e-17,-0.5638666131141514,United-States,9,9,False,True,>50K
0.6704337763090836,Privae,218903,HS-grad,-0.6380418988770886,Diorced,Craft-repai,Unmaried,Whte,Fmale,0.39852134363885244,-0.20794034125956345,-0.04191576649071108,United-States,5,11,True,False,<=50K
-0.44467801685729613,Self-emp-inc,250647,Some-college,-0.6145945926777765,Never-married,Adm-clerical,Other-relative,White,Female,-0.2656808957592349,-4.78e-17,0.0,Nicaragua,3,15,True,False,<=50K
-0.4456970478641974,Self-emp-inc,106961,HS-grad,-0.8021730422722735,Widowed,Sales,Unmaried,White,Male,0.0,-0.2801964203318739,-0.7293632230191447,United-States,8,11,False,True,>50K
-0.4375447998089872,Slf-emp-inc,269652,Some-college,-0.5442526740798401,Married-cv-spouse,Sals,Unmaried,Whie,Mle,-0.2656808957592349,-4.78e-17,-0.6402496638395329,United-States,9,15,False,True,>50K
-0.4422802968410578,Self-emp-nt-inc,294434,Assoc-voc,0.0,Married-cv-spouse,Craft-repai,Othr-relative,Whie,Female,0.0,-4.78e-17,-0.7229979687920295,United-States,3,8,False,True,>50K
-0.4471956228743464,Private,114691,HS-grad,0.0,Married-cv-spouse,Craft-repai,Husband,Black,Male,0.0,-4.78e-17,-0.6275191553853027,United-States,8,11,False,True,>50K
